nodes,guardians,threshold,fdkgPercentage,tallierRetPct,tallierNewPct,successRate
1000,7,7,0.1,0.8,0.05,0
1000,7,7,0.1,0.9,0.05,0
1000,7,7,0.1,1,0.05,1
1000,7,7,0.25,0.5,0.05,0
1000,7,7,0.25,0.6,0.05,0
1000,7,7,0.25,0.7,0.05,0
1000,7,7,0.25,0.8,0.05,0
1000,7,7,0.25,0.9,0.05,0
1000,7,7,0.25,1,0.05,1
1000,7,7,0.5,0.5,0.05,0
1000,7,7,0.5,0.6,0.05,0
1000,7,7,0.5,0.7,0.05,0
1000,7,7,0.5,0.8,0.05,0
1000,7,7,0.5,0.9,0.05,0
1000,7,7,0.5,1,0.05,1
1000,7,7,0.75,0.5,0.05,0
1000,7,7,0.75,0.6,0.05,0
1000,7,7,0.75,0.7,0.05,0
1000,7,7,0.75,0.8,0.05,0
1000,7,7,0.75,0.9,0.05,0
1000,7,7,0.75,1,0.05,1
1000,7,7,1,0.5,0.05,0
1000,7,7,1,0.6,0.05,0
1000,7,7,1,0.7,0.05,0
1000,7,7,1,0.8,0.05,0
1000,7,7,1,0.9,0.05,0
1000,7,7,1,1,0.05,1
